id,name,city,state,description,latitude,longitude,image_path,rating
373,Vidhana Soudha,Bengaluru,Karnataka,Impressive neo-Dravidian state legislature building,12.9797,77.5907,place_images/Vidhana_Soudha.jpg,4.6
374,Backwaters of Alleppey,Alappuzha,Kerala,Canal-system network ideal for houseboats,9.498,76.33878,place_images/Backwaters_of_Alleppey.jpg,4.6
375,Fort Kochi,Kochi,Kerala,Historic district with colonial buildings & Chinese fishing nets,9.9658,76.2401,place_images/Fort_Kochi.jpg,4.6
376,Munnar Tea Plantations,Munnar,Kerala,Lush tea gardens in Western Ghats,10.0889,77.0595,place_images/Munnar_Tea_Plantations.jpg,3.8
377,Eravikulam National Park,Munnar,Kerala,Protected area for Nilgiri Tahr and Neelakurinji blooms,10.0913,77.0952,place_images/Eravikulam_National_Park.jpg,4.3
378,Vagamon,Vagamon,Kerala,Hill station with meadows and pine forests,9.8168,76.9188,place_images/Vagamon.jpg,4.8
379,Periyar,Thekkady,Kerala,Wildlife sanctuary with boat safaris,9.6063,77.1268,place_images/Periyar.jpg,4.1
380,Athirappilly Falls,Thrissur,Kerala,Largest waterfall in Kerala,10.2232,76.7013,place_images/Athirappilly_Falls.jpg,4.6
381,Wayanad Wildlife Sanctuary,Kalpetta,Kerala,Tiger and elephant reserve in Wayanad Hills,11.6852,76.13,place_images/Wayanad_Wildlife_Sanctuary.jpg,3.9
382,Edakkal Caves,Wayanad,Kerala,Prehistoric petroglyphs in hill caves,11.5152,76.0996,place_images/Edakkal_Caves.jpg,4.1
383,Kumarakom Bird Sanctuary,Kumarakom,Kerala,Migratory bird sanctuary on Vembanad Lake,9.5786,76.4877,place_images/Kumarakom_Bird_Sanctuary.jpg,3.8
384,Bekal Fort,Bekal,Kerala,Coastal fort overlooking Arabian Sea,12.4976,74.9907,place_images/Bekal_Fort.jpg,4.5
385,Malampuzha Gardens,Palakkad,Kerala,Popular landscaped garden by reservoir,10.80248,76.632028,place_images/Malampuzha_Gardens.jpg,4.2
386,Thiruvananthapuram Padmanabhaswamy Temple,Thiruvananthapuram,Kerala,Iconic Hindu temple with rich history,8.4821,76.9471,place_images/Thiruvananthapuram_Padmanabhaswamy_Temple.jpg,4.7
387,Kovalam Beach,Kovalam,Kerala,Famous crescent-shaped beach,8.4145,76.9784,place_images/Kovalam_Beach.jpg,3.8
388,Varkala Cliff,Varkala,Kerala,Scenic cliff-top beach town,8.7241,76.716091,place_images/Varkala_Cliff.jpg,4.6
389,Bekal Beach,Bekal,Kerala,Beach next to Bekal Fort,12.498,74.99,place_images/Bekal_Beach.jpg,4.4
390,Naval School of Krishna,Kochi,Kerala,Historic residence associated with Shankaracharya,9.98,76.3,place_images/Naval_School_of_Krishna.jpg,4.6
391,Poovar Island,Poovar,Kerala,Estuary island with sunset cruises,8.4396,77.1333,place_images/Poovar_Island.jpg,4.3
392,Cherai Beach,Cochin,Kerala,Beach near Kochi with backwater lagoon,10.195,76.169,place_images/Cherai_Beach.jpg,4.4
393,Mattancherry Palace,Kochi,Kerala,Dutch palace built by Portuguese and Dutch,9.9653,76.237,place_images/Mattancherry_Palace.jpg,4.2
394,Jewish Synagogue,Kochi,Kerala,One of oldest active synagogues in Commonwealth,9.966,76.242,place_images/Jewish_Synagogue.jpg,4.6
395,Valara Waterfalls,Idukki,Kerala,Highway waterfall with easy access,10.0667,76.8433,place_images/Valara_Waterfalls.jpg,4.2
396,Meenmutty Falls,Wayanad,Kerala,Three-tiered waterfall in forest,11.5959,76.1552,place_images/Meenmutty_Falls.jpg,4.4
397,Silent Valley National Park,Palakkad,Kerala,Pristine evergreen forest reserve,11.0472,76.3246,place_images/Silent_Valley_National_Park.jpg,4.5
398,Periyar Lake,Thekkady,Kerala,Man-made lake inside Periyar tiger reserve,9.6031,77.1174,place_images/Periyar_Lake.jpg,
399,Thusharagiri Falls,Kodenchery,Kerala,Multi-tiered scenic waterfall,11.2673,76.1513,place_images/Thusharagiri_Falls.jpg,4.5
400,Alappuzha Lighthouse,Alappuzha,Kerala,Waterside lighthouse next to beach,9.4985,76.336,place_images/Alappuzha_Lighthouse.jpg,4.4
401,Munroe Island,Alappuzha,Kerala,Islet at confluence of Kallada & Ashtamudi backwaters,9.272322,76.466371,place_images/Munroe_Island.jpg,4.9
402,Ponmudi,Thiruvananthapuram,Kerala,Hill station with tea gardens,8.741,77.017,place_images/Ponmudi.jpg,4.1
403,Veli Tourist Village,Thiruvananthapuram,Kerala,Beach lagoon park with toy train,8.484,76.931,place_images/Veli_Tourist_Village.jpg,4.2
404,Karunagappally Beach,Karunagappally,Kerala,Quiet beach with local fishing community,9.006,76.523,place_images/Karunagappally_Beach.jpg,4.4
405,Bekal Bay Lighthouse,Bekal,Kerala,Lighthouse near Bekal Fort,12.4985,74.991,place_images/Bekal_Bay_Lighthouse.jpg,4.5
406,Kozhikode Beach,Kozhikode,Kerala,Popular city beach with food stalls,11.2462,75.78,place_images/Kozhikode_Beach.jpg,4.5
407,Silent Valley Viewpoint,Palakkad,Kerala,Lookout deck with forest views,11.0475,76.325,place_images/Silent_Valley_Viewpoint.jpg,4.5
408,Gateway of India,Mumbai,Maharashtra,Iconic arch monument by the sea,18.922,72.8347,place_images/Gateway_of_India.jpg,4.6
409,Elephanta Caves,Mumbai,Maharashtra,UNESCO rock-cut temples on Elephanta Island,18.9632,72.9318,place_images/Elephanta_Caves.jpg,4.3
410,Marine Drive,Mumbai,Maharashtra,Scenic seaside boulevard known as Queen’s Necklace,18.9431,72.8239,place_images/Marine_Drive.jpg,4.6
411,Chhatrapati Shivaji Terminus,Mumbai,Maharashtra,Historic railway station UNESCO site,18.9402,72.8353,place_images/Chhatrapati_Shivaji_Terminus.jpg,4.5
412,Haji Ali Dargah,Mumbai,Maharashtra,Iconic mosque on an islet,18.9825,72.8129,place_images/Haji_Ali_Dargah.jpg,4.4
413,Ajanta Caves,Aurangabad,Maharashtra,UNESCO Buddhist cave complex,20.553,75.7033,place_images/Ajanta_Caves.jpg,4.6
414,Ellora Caves,Aurangabad,Maharashtra,UNESCO rock-cut temples from multiple religions,20.0266,75.1795,place_images/Ellora_Caves.jpg,4.7
415,Bibi Ka Maqbara,Aurangabad,Maharashtra,"Marble mausoleum, “Taj of the Deccan”",19.884,75.366,place_images/Bibi_Ka_Maqbara.jpg,4.2
416,Shirdi Saibaba Temple,Shirdi,Maharashtra,Major pilgrimage site,19.7662,74.4777,place_images/Shirdi_Saibaba_Temple.jpg,4.7
417,Trimbakeshwar Temple,Trimbak,Maharashtra,One of 12 Jyotirlingas,20.091,73.567,place_images/Trimbakeshwar_Temple.jpg,4.7
418,Nasik Wineries,Nashik,Maharashtra,Wine tourism region with vineyards,19.9975,73.7898,place_images/Nasik_Wineries.jpg,4.3
419,Pandharpur,Pandharpur,Maharashtra,Famous Vithoba pilgrimage town,17.677,75.055,place_images/Pandharpur.jpg,3.9
420,Tapola,Tapola,Maharashtra,Shivsagar Lake scenic locale,17.075,73.958,place_images/Tapola.jpg,4.6
421,Mahabaleshwar,Mahabaleshwar,Maharashtra,Hill station famed for strawberries & viewpoints,17.923,73.657,place_images/Mahabaleshwar.jpg,4.5
422,Pratapgad Fort,Mahabaleshwar,Maharashtra,Historic fort with scenic trails,17.925,73.589,place_images/Pratapgad_Fort.jpg,4.6
423,Matheran,Matheran,Maharashtra,Car-free hill station near Mumbai,18.99,73.267,place_images/Matheran.jpg,4.7
424,Lonavala,Lonavala,Maharashtra,Hill station and weekend getaway,18.755,73.4042,place_images/Lonavala.jpg,4.2
425,Khandala,Khandala,Maharashtra,Twin hill station next to Lonavala,18.743,73.407,place_images/Khandala.jpg,4.4
426,Bhaja Caves,Lonavala,Maharashtra,Ancient Buddhist rock-cut caves,18.743,73.436,place_images/Bhaja_Caves.jpg,4.4
427,Karla Caves,Karli,Maharashtra,Rock-cut Buddhist shrines,18.0425,73.842,place_images/Karla_Caves.jpg,4.4
428,Alibaug Beach,Alibaug,Maharashtra,Coastal beach destination near Mumbai port,18.6379,72.8758,place_images/Alibaug_Beach.jpg,4.2
429,Murud-Janjira Fort,Murud,Maharashtra,Island fort off the Alibaug coast,18.295,72.965,place_images/Murud-Janjira_Fort.jpg,4.4
430,Tadoba Andhari Tiger Reserve,Tadoba,Maharashtra,Renowned tiger sanctuary,20.1067,79.5803,place_images/Tadoba_Andhari_Tiger_Reserve.jpg,4.5
431,Chandrabhaga Beach,Konkan,Maharashtra,Scenic beach near Chandipur,17.11,73.231,place_images/Chandrabhaga_Beach.jpg,4.6
432,Ganpatipule,Ratnagiri,Maharashtra,Temple town and beach,16.6363,73.3361,place_images/Ganpatipule.jpg,4.2
433,Ajinkyatara Fort,Satara,Maharashtra,Hill fort overlooking Satara city,17.683,73.993,place_images/Ajinkyatara_Fort.jpg,4.5
434,Siddhivinayak Temple,Mumbai,Maharashtra,Famous Ganesh temple,19.01709,72.84925,place_images/Siddhivinayak_Temple.jpg,4.8
435,Shreeram Maharaj Temple,Ramtek,Maharashtra,Hill temple with mythological significance,26.428,79.242,place_images/Shreeram_Maharaj_Temple.jpg,4.6
436,Bhimashankar Temple,Pune,Maharashtra,Jyotirlinga shrine in dense forest,19.051,73.6,place_images/Bhimashankar_Temple.jpg,4.7
437,Murudeshwar Beach,Murudeshwar,Maharashtra,Beach with huge Shiva statue,14.094,74.5228,place_images/Murudeshwar_Beach.jpg,4.5
438,Bhandardara Lake,Ahmednagar,Maharashtra,Dam lake in Western Ghats,19.607,73.647,place_images/Bhandardara_Lake.jpg,4.6
439,Rajmachi Fort,Lonavala,Maharashtra,Twin forts accessible via trekking,18.688,73.409,place_images/Rajmachi_Fort.jpg,4.0
440,Lonar Crater Lake,Lonar,Maharashtra,Impact crater lake of volcanic origin,19.9858,76.51,place_images/Lonar_Crater_Lake.jpg,4.5
441,Bhandup Lake,Mumbai,Maharashtra,Urban reservoir with green surroundings,19.125,72.904,place_images/Bhandup_Lake.jpg,4.6
442,Chandrapur Tadoba,Chandrapur,Maharashtra,Dry deciduous forest tiger reserve,20.094,79.583,place_images/Chandrapur_Tadoba.jpg,4.5
443,Elephanta Island,Mumbai,Maharashtra,Island temple site UNESCO,18.9632,72.9318,place_images/Elephanta_Island.jpg,4.4
444,"Lalgun, Waki Lake",Satara,Maharashtra,Scenic reservoir area,18.088,74.05,"place_images/Lalgun,_Waki_Lake.jpg",4.1
445,Devrai Art Village,Alibaug,Maharashtra,Cultural centre promoting eco-art,18.611,72.887,place_images/Devrai_Art_Village.jpg,4.4
446,Bangaram Island,Lakshadweep,Lakshadweep,Uninhabited coral island with crystal waters,10.5039,72.3336,place_images/Bangaram_Island.jpg,4.7
447,Agatti Island,Agatti,Lakshadweep,Island with runway and lagoon jetty,10.822,72.173,place_images/Agatti_Island.jpg,4.7
448,Kadmat Island,Lakshadweep,Lakshadweep,Coral atoll with scuba diving spots,10.919,72.636,place_images/Kadmat_Island.jpg,4.6
449,Kavaratti Beach,Kavaratti,Lakshadweep,Capital island with mosque and lighthouse,10.566,72.646,place_images/Kavaratti_Beach.jpg,4.9
450,Minicoy Island,Lakshadweep,Lakshadweep,Southernmost coral island with lighthouse,8.277,73.05,place_images/Minicoy_Island.jpg,4.6
451,Kalpeni Island,Lakshadweep,Lakshadweep,Ring-shaped island with beaches,10.193,72.654,place_images/Kalpeni_Island.jpg,4.6
452,Andrott Island,Lakshadweep,Lakshadweep,Historical island with mosque ruins,10.738,72.219,place_images/Andrott_Island.jpg,4.6
453,Chetlat Island,Lakshadweep,Lakshadweep,Northern coral islet with marine life,11.0,72.38,place_images/Chetlat_Island.jpg,4.3
454,Amini Island,Lakshadweep,Lakshadweep,Coral island known for weaving traditions,11.138,72.634,place_images/Amini_Island.jpg,
455,Thinnakara Island,Lakshadweep,Lakshadweep,Private resort islet with lagoon,10.563,72.634,place_images/Thinnakara_Island.jpg,4.8
456,Suheli Island,Lakshadweep,Lakshadweep,Uninhabited coral reef atoll,10.1,72.6,place_images/Suheli_Island.jpg,4.6
457,Pitti Bird Sanctuary,Lakshadweep,Lakshadweep,Tiny islet sanctuary for seabirds,11.196,72.803,place_images/Pitti_Bird_Sanctuary.jpg,4.2
458,Short Island,Lakshadweep,Lakshadweep,Small islet near Bangaram lagoon,10.501,72.338,place_images/Short_Island.jpg,
459,Cheriyam Island,Lakshadweep,Lakshadweep,Coral islet in Bangaram atoll,10.517,72.342,place_images/Cheriyam_Island.jpg,
460,Parali 1 Island,Lakshadweep,Lakshadweep,Part of coral cay group,10.541,72.33,place_images/Parali_1_Island.jpg,4.7
461,Parali 2 Island,Lakshadweep,Lakshadweep,Sister islet to Parali 1,10.546,72.328,place_images/Parali_2_Island.jpg,5.0
462,Parali 3 Island,Lakshadweep,Lakshadweep,Includes beach and lagoon,10.55,72.325,place_images/Parali_3_Island.jpg,5.0
463,Suhelipad Island,Lakshadweep,Lakshadweep,Very small atoll fragment,10.536,72.327,place_images/Suhelipad_Island.jpg,4.5
464,Viringili Island,Lakshadweep,Lakshadweep,Tiny island near Kavaratti,10.55,72.655,place_images/Viringili_Island.jpg,4.5
465,Maliku Atoll,Minicoy,Lakshadweep,Local name for Minicoy coral formation,8.28,73.053,place_images/Maliku_Atoll.jpg,4.5
466,Cherrapunji,East Khasi Hills,Meghalaya,One of the wettest places on Earth,25.2849,91.7256,place_images/Cherrapunji.jpg,4.2
467,Mawsynram,East Khasi Hills,Meghalaya,Wettest place on Earth,25.3018,91.581,place_images/Mawsynram.jpg,3.9
468,Living Root Bridge,Cherrapunji,Meghalaya,Cementless bridge made from tree roots,25.2896,91.7247,place_images/Living_Root_Bridge.jpg,4.7
469,Nohkalikai Falls,Cherrapunji,Meghalaya,India’s tallest plunge waterfall,25.2908,91.7203,place_images/Nohkalikai_Falls.jpg,4.7
470,Elephant Falls,Shillong,Meghalaya,Tiered waterfall accessible near Shillong,25.5244,91.8779,place_images/Elephant_Falls.jpg,4.4
471,Shillong Peak,Shillong,Meghalaya,Highest point in Shillong with panoramic views,25.6244,91.8711,place_images/Shillong_Peak.jpg,4.4
472,Umiam Lake,Shillong,Meghalaya,"Scenic artificial lake, boating and hill views",25.6177,91.8719,place_images/Umiam_Lake.jpg,4.6
473,Mawlynnong,East Khasi Hills,Meghalaya,"Asia’s cleanest village, living root attractions",25.1463,91.7293,place_images/Mawlynnong.jpg,3.8
474,Krang Suri Falls,Mawkyrwat,Meghalaya,Honey-coloured waterfall in forest corridors,25.1529,91.7499,place_images/Krang_Suri_Falls.jpg,4.7
475,Dawki,West Jaintia Hills,Meghalaya,Border town with crystal-clear Umngot river,25.2686,92.017,place_images/Dawki.jpg,4.1
476,Double Decker Living Root Bridge,Mawlynnong,Meghalaya,Root bridge stacked in two levels,25.1442,91.73,place_images/Double_Decker_Living_Root_Bridge.jpg,4.7
477,Jaintia Hills Caves,Khasi & Jaintia Hills,Meghalaya,Extensive limestone cave systems,25.5,92.1,place_images/Jaintia_Hills_Caves.jpg,4.3
478,Bangla Sahib Monolith,Shillong,Meghalaya,Natural limestone structure atop hill ridge,25.551,91.876,place_images/Bangla_Sahib_Monolith.jpg,4.8
479,Ward's Lake,Shillong,Meghalaya,Popular artificial lake and garden in Shillong,25.5753,91.8836,place_images/Ward's_Lake.jpg,4.5
480,Lady Hydari Park,Shillong,Meghalaya,Botanical garden with zoo and deer park,25.5749,91.8789,place_images/Lady_Hydari_Park.jpg,4.1
481,Elephant Falls Viewpoint,Shillong,Meghalaya,Platform overlooking Elephant Falls,25.5246,91.8775,place_images/Elephant_Falls_Viewpoint.jpg,4.6
482,Air Force Museum,Shillong,Meghalaya,Exhibits on WWII and air operations in NE,25.5556,91.8786,place_images/Air_Force_Museum.jpg,4.5
483,Police Bazaar,Shillong,Meghalaya,Vibrant shopping and food hub,25.5723,91.879,place_images/Police_Bazaar.jpg,3.6
484,Don Bosco Museum,Shillong,Meghalaya,Cultural & anthropological exhibits of NE tribes,25.5744,91.8856,place_images/Don_Bosco_Museum.jpg,4.4
485,Sweet Falls,Cherrapunji,Meghalaya,Hidden waterfall off tourist path,25.283,91.722,place_images/Sweet_Falls.jpg,4.3
486,Loktak Lake,Moirang,Manipur,Largest freshwater lake with floating phumdis,24.5006,93.8793,place_images/Loktak_Lake.jpg,4.6
487,Keibul Lamjao National Park,Moirang,Manipur,World’s only floating national park,24.5833,93.9025,place_images/Keibul_Lamjao_National_Park.jpg,4.3
488,Shirui Lily Sanctuary,Ukhrul,Manipur,Habitat of rare Shirui lily (state flower),24.6166,94.3658,place_images/Shirui_Lily_Sanctuary.jpg,4.3
489,Khonghampat Orchidarium,Imphal,Manipur,Orchid conservation and display centre,24.8049,93.9473,place_images/Khonghampat_Orchidarium.jpg,4.0
490,Imphal War Cemetery,Imphal,Manipur,Memorial to WWII soldiers,24.799,93.9372,place_images/Imphal_War_Cemetery.jpg,4.2
491,Kangla Fort,Imphal,Manipur,Ancient palace & seat of Manipur royalty,24.8096,93.9368,place_images/Kangla_Fort.jpg,4.3
492,Ima Keithel ,Imphal,Manipur,Largest all-women-run market in Asia,24.8173,93.9365,place_images/Ima_Keithel_.jpg,4.3
493,Shree Govindajee Temple,Imphal,Manipur,Major historic Vaishnavite temple,24.7992,93.9359,place_images/Shree_Govindajee_Temple.jpg,4.4
494,Yangoupokpi-Lokchao Wildlife Sanctuary,Chandel,Manipur,Biodiverse wildlife area bordering Myanmar,24.3772,93.8136,place_images/Yangoupokpi-Lokchao_Wildlife_Sanctuary.jpg,4.2
495,Mount Koubru,Manipur,Manipur,Sacred mountain of Meitei mythology,24.975,93.8922,place_images/Mount_Koubru.jpg,4.5
496,Thoubal Phanjoubam Waterfall,Thoubal,Manipur,Scenic waterfall in tribal region,24.51,93.936,place_images/Thoubal_Phanjoubam_Waterfall.jpg,4.3
497,Tamenglong,Tamenglong,Manipur,Hilly rugged region with remote tribal villages,24.8,93.922,place_images/Tamenglong.jpg,
498,Hapta Kangjeibung Polo Ground,Imphal,Manipur,One of world’s oldest polo grounds,24.804,93.937,place_images/Hapta_Kangjeibung_Polo_Ground.jpg,4.8
499,Sekmai Wetland,Imphal,Manipur,Freshwater wetland with migratory birds,24.82,93.924,place_images/Sekmai_Wetland.jpg,5.0
500,Shija Hospital,Imphal,Manipur,Historic hospital landmark,24.828,93.959,place_images/Shija_Hospital.jpg,3.9
501,Waithou Lake,Kakching,Manipur,Pilgrimage lake with hill backdrop,24.4276,93.9272,place_images/Waithou_Lake.jpg,4.2
502,Gupteswar Temple,Churachandpur,Manipur,Natural cave temple dedicated to Shiva,24.3333,93.3333,place_images/Gupteswar_Temple.jpg,4.3
503,Iril River Tourist Spot,Imphal,Manipur,Scenic spot for picnics and fishing,24.817,93.9,place_images/Iril_River_Tourist_Spot.jpg,4.4
504,Yairipok Tourist Spot,Thoubal,Manipur,Popular riverfront recreational area,24.549,93.973,place_images/Yairipok_Tourist_Spot.jpg,4.2
505,Phaibung Village,Senapati,Manipur,Traditional tribal village in hills,25.006,94.119,place_images/Phaibung_Village.jpg,4.9
506,Aizawl,Aizawl,Mizoram,Capital city atop ridge with panoramic views,23.7271,92.7176,place_images/Aizawl.jpg,4.1
507,Tam Dil Lake,Serchhip,Mizoram,Serene lake and scenic recreational site,23.458,92.791,place_images/Tam_Dil_Lake.jpg,4.3
508,Vantawng Falls,Serchhip,Mizoram,Highest waterfall in the state,23.4833,92.9286,place_images/Vantawng_Falls.jpg,4.2
509,Reiek Heritage Village,Aizawl,Mizoram,Cultural village with model traditional Mizo huts,23.7278,92.6883,place_images/Reiek_Heritage_Village.jpg,4.5
510,Mizoram State Museum,Aizawl,Mizoram,Museum on tribal heritage and history,23.7276,92.718,place_images/Mizoram_State_Museum.jpg,4.1
511,Durtlang Hills,Aizawl,Mizoram,Panoramic viewpoints over the city,23.75,92.7,place_images/Durtlang_Hills.jpg,3.6
512,Solomon’s Temple,Aizawl,Mizoram,Christian church with distinctive Gandharan-style design,23.7202,92.714,place_images/Solomon’s_Temple.jpg,4.4
513,Hakhal Wildlife Sanctuary,Aizawl,Mizoram,Protected reserve for tropical forest fauna,23.7945,92.8518,place_images/Hakhal_Wildlife_Sanctuary.jpg,4.5
514,Saitual Peak,Aizawl,Mizoram,Hilltop with temple and sunset views,23.5,92.8333,place_images/Saitual_Peak.jpg,
515,Vaphai Lengteng Wildlife Sanctuary,Champhai,Mizoram,Forest sanctuary near Myanmar border,23.0186,93.2337,place_images/Vaphai_Lengteng_Wildlife_Sanctuary.jpg,4.0
516,Palak Wildlife Sanctuary,Lawngtlai,Mizoram,Lowland sanctuary with diverse birdlife,22.45,92.7,place_images/Palak_Wildlife_Sanctuary.jpg,
517,Lunglei Eco Park,Lunglei,Mizoram,Green public park with viewpoints,22.88,92.75,place_images/Lunglei_Eco_Park.jpg,3.7
518,Chhinga Veng Park,Aizawl,Mizoram,Recreational lakeside park in city,23.7285,92.7178,place_images/Chhinga_Veng_Park.jpg,3.0
519,Hmuifang Tlang,Aizawl,Mizoram,Forest-covered sacred mountain trek,23.542,92.837,place_images/Hmuifang_Tlang.jpg,4.4
520,Lengpui Airport,Aizawl,Mizoram,State’s domestic airport amidst hills,23.8337,92.7074,place_images/Lengpui_Airport.jpg,3.7
521,Mamit Church,Mamit,Mizoram,Historic church in west Mizoram,23.463,92.507,place_images/Mamit_Church.jpg,3.7
522,Khawnglung Wildlife Sanctuary,Serchhip,Mizoram,Biodiversity-rich forest reserve,23.0692,92.8034,place_images/Khawnglung_Wildlife_Sanctuary.jpg,1.0
523,Neihbawih Peak,Vairengte,Mizoram,Historic hill with WWII ruins,24.15,92.65,place_images/Neihbawih_Peak.jpg,4.4
524,Kohima War Cemetery,Kohima,Nagaland,WWII cemetery dedicated to Battle of Kohima,25.6669,94.112,place_images/Kohima_War_Cemetery.jpg,
525,Dzukou Valley,Phek,Nagaland,Alpine valley with seasonal flowers and camping,25.6612,94.1473,place_images/Dzukou_Valley.jpg,4.7
526,Khonoma Village,Khonoma,Nagaland,Green village and first community-based conservation reserve,25.6133,94.2197,place_images/Khonoma_Village.jpg,4.5
527,Meghalaya Viewpoint,Kohima,Nagaland,Panorama of Kohima cityscape,25.6585,94.1125,place_images/Meghalaya_Viewpoint.jpg,4.5
528,Nagaland State Museum,Kohima,Nagaland,Displays tribal art and artifacts,25.6735,94.1222,place_images/Nagaland_State_Museum.jpg,4.0
529,Shilloi Lake,Tuensang,Nagaland,Sacred tribal lake on forested hills,26.1432,94.8248,place_images/Shilloi_Lake.jpg,4.3
530,Intanki Wildlife Sanctuary,Kohima,Nagaland,Protected area with tropical forest fauna,25.6887,94.1271,place_images/Intanki_Wildlife_Sanctuary.jpg,4.0
531,Tuophema Village,Chümoukedima,Nagaland,Leaf-shaped church and heritage village,25.592,93.7525,place_images/Tuophema_Village.jpg,4.5
532,Chumukedima Garden,Chümoukedima,Nagaland,Well-maintained local garden space,25.5761,93.6722,place_images/Chumukedima_Garden.jpg,3.7
533,Sukapha Samashan,Dimapur,Nagaland,War memorial dedicated to Ahom king Sukapha,25.9126,93.7156,place_images/Sukapha_Samashan.jpg,4.2
534,Dimapur Zoo,Dimapur,Nagaland,City zoo and wildlife spot,25.9169,93.7311,place_images/Dimapur_Zoo.jpg,3.7
535,Termalam Therapeutic Sulphur Springs,Chumukedima,Nagaland,Hot springs believed to have health benefits,25.6399,93.7138,place_images/Termalam_Therapeutic_Sulphur_Springs.jpg,
536,Solo Village,Wokha,Nagaland,Heritage village with cultural significance,26.12,94.109,place_images/Solo_Village.jpg,
537,Khuzama Village,Kohima,Nagaland,Traditional village showcasing Angami Naga life,25.645,94.112,place_images/Khuzama_Village.jpg,4.9
538,Nagaland Zoological Park,Dimapur,Nagaland,Large forested zoo with native species,25.91,93.734,place_images/Nagaland_Zoological_Park.jpg,3.7
539,Dhulikhel Viewpoint,Kohima,Nagaland,Hilltop spot with panoramic views,25.683,94.105,place_images/Dhulikhel_Viewpoint.jpg,3.9
540,Yimyu Viewpoint,Chümoukedima,Nagaland,Scenic overlook near Kohima highway,25.618,93.762,place_images/Yimyu_Viewpoint.jpg,4.3
541,Shilloi Lake Viewpoint,Tuensang,Nagaland,Vista point above Shilloi Lake,26.145,94.825,place_images/Shilloi_Lake_Viewpoint.jpg,5.0
542,St. Joseph Cathedral,Kohima,Nagaland,Historic cathedral in capital city,25.6662,94.1198,place_images/St._Joseph_Cathedral.jpg,4.7
543,Lady Keane College Grounds,Shillong,Nagaland,Gardens & sport grounds in national-level college,25.5736,95.9873,place_images/Lady_Keane_College_Grounds.jpg,4.4
544,Jagannath Temple,Puri,Odisha,Famous Jagannath temple and Rath Yatra site,19.8135,85.8312,place_images/Jagannath_Temple.jpg,4.2
545,Konark Sun Temple,Konark,Odisha,UNESCO Sun Temple with chariot architecture,19.8872,86.094,place_images/Konark_Sun_Temple.jpg,4.7
546,Lingaraj Temple,Bhubaneswar,Odisha,Ancient 11th‑century Shaivite temple,20.2683,85.839,place_images/Lingaraj_Temple.jpg,4.6
547,Chilika Lake,Chilika,Odisha,Asia’s largest brackish water lagoon,19.6736,85.312,place_images/Chilika_Lake.jpg,4.3
548,Udayagiri & Khandagiri,Bhubaneswar,Odisha,Rock-cut Jain caves dating to 2nd century BCE,20.2825,85.7995,place_images/Udayagiri_&_Khandagiri.jpg,4.5
549,Dhauli Shanti Stupa,Bhubaneswar,Odisha,Peace pagoda on Buddhist historical site,20.227,85.8285,place_images/Dhauli_Shanti_Stupa.jpg,4.5
550,Raghurajpur Crafts Village,Puri,Odisha,Heritage artisan village of Pattachitra painters,19.8369,85.812,place_images/Raghurajpur_Crafts_Village.jpg,4.6
551,Nandankanan Zoo,Bhubaneswar,Odisha,Zoölogical park & botanical garden,20.215,85.8345,place_images/Nandankanan_Zoo.jpg,
552,Surya Mandap at Konark Beach,Konark,Odisha,Beach near Sun Temple with scenic sunsets,19.899,86.096,place_images/Surya_Mandap_at_Konark_Beach.jpg,4.0
553,Barabati Fort,Cuttack,Odisha,13th‑century fort and archaeological site,20.4623,85.88,place_images/Barabati_Fort.jpg,4.5
554,Mukutmanipur Beach,Puri,Odisha,Sandy beach near Puri coast,19.812,85.837,place_images/Mukutmanipur_Beach.jpg,4.4
555,Brahmeswar Temple,Bhadrak,Odisha,Ancient temple with intricate carvings,20.9967,86.2429,place_images/Brahmeswar_Temple.jpg,4.7
556,Hirakud Dam,Sambalpur,Odisha,One of India’s longest earthen dams,21.5038,83.8365,place_images/Hirakud_Dam.jpg,
557,Khandadhar Falls,Sundargarh,Odisha,Tall waterfall in dense forest,22.155,84.658,place_images/Khandadhar_Falls.jpg,4.5
558,Debrigarh Wildlife Sanctuary,Bargarh,Odisha,Forest reserve and tribal community site,21.3171,83.6854,place_images/Debrigarh_Wildlife_Sanctuary.jpg,4.4
559,Daringbadi,Kandhamal,Odisha,“Kashmir of Odisha” hill station,20.45,84.2179,place_images/Daringbadi.jpg,4.3
560,Similipal National Park,Mayurbhanj,Odisha,Biosphere reserve with wildlife,21.591,86.3867,place_images/Similipal_National_Park.jpg,4.3
561,Satkosia Gorge,Angul,Odisha,River gorge & wildlife sanctuary,20.624,84.86,place_images/Satkosia_Gorge.jpg,4.4
562,Rajarani Temple,Bhubaneswar,Odisha,11th‑century temple built of red sandstone,20.2845,85.8371,place_images/Rajarani_Temple.jpg,4.4
563,Sudarshan Crafts Park,Bhubaneswar,Odisha,Showcase village for Odisha crafts,20.307,85.819,place_images/Sudarshan_Crafts_Park.jpg,4.2
564,Chandipur Beach,Balasore,Odisha,Tidal beach where sea recedes remarkably,21.45,86.899,place_images/Chandipur_Beach.jpg,4.2
565,Ugratara Temple,Sambalpur,Odisha,Important tantric temple by river,21.4815,83.9701,place_images/Ugratara_Temple.jpg,4.7
